name,actor_id,gender,character,actor_popularity,movie_id
Edward James Olmos,587.0,2.0,Chicharrón (voice),2.328,354912
Carla Medina,1938082.0,0.0,Departure Agent (voice),0.6,354912
Luis Valdez,82219.0,2.0,Tío Berto Rivera / Don Hidalgo (voice),0.6,354912
Blanca Araceli,1830409.0,1.0,Emcee (voice),0.6,354912
Polo Rojas,1938081.0,0.0,Abel Rivera (voice),0.6,354912
Montse Hernandez,1450386.0,0.0,Rosa Rivera (voice),1.632,354912
Octavio Solis,1499749.0,0.0,Arrival Agent (voice),0.6,354912
Cheech Marin,11159.0,2.0,Corrections Officer (voice),1.726,354912
Salvador Reyes,1496949.0,0.0,Security Guard (voice),0.6,354912
John Ratzenberger,7907.0,2.0,Juan Ortodoncia (voice),3.894,354912
Antonio Sol,1938080.0,0.0,Ernesto de la Cruz (singing voice),0.6,354912
Liliana Barba Meinecke,1765706.0,0.0,Additional voices (voice),0.6,354912
Emmanuel Bernal,1999025.0,0.0,Additional voices (voice),0.6,354912
David Berón,84172.0,2.0,Additional voices (voice),0.6,354912
Denise Blasor,1026727.0,0.0,Additional voices (voice),0.694,354912
Wilma Bonet,1576334.0,1.0,Additional voices (voice),0.6,354912
Alex Castillo,1826627.0,2.0,Additional voices (voice),0.6,354912
Vicki Davis,154884.0,1.0,Additional voices (voice),1.235,354912
Daniel Diaz,1999034.0,0.0,Additional voices (voice),0.6,354912
Roberto Donati,1445775.0,2.0,Additional voices (voice),0.716,354912
Efrain Figueroa,168164.0,2.0,Additional voices (voice),0.84,354912
Deb Fink,1999037.0,0.0,Additional voices (voice),0.6,354912
Libertad García Fonzi,1999038.0,0.0,Additional voices (voice),0.6,354912
Emilio Fuentes,1999042.0,0.0,Additional voices (voice),0.6,354912
Daniella Garcia-Lorido,552525.0,1.0,Additional voices (voice),0.761,354912
Mike Gomez,1999047.0,0.0,Additional voices (voice),0.6,354912
Lillian Groag,1445642.0,0.0,Additional voices (voice),0.6,354912
Joshua Guerrero,1695206.0,0.0,Additional voices (voice),0.6,354912
Montse Hernandez,1450386.0,0.0,Additional voices (voice),1.632,354912
Marabina Jaimes,1999048.0,1.0,Additional voices (voice),0.6,354912
Jossara Jinaro,167325.0,1.0,Additional voices (voice),0.84,354912
Christian Lanz,1552817.0,0.0,Additional voices (voice),0.652,354912
Constanza Lechuga,1999049.0,0.0,Additional voices (voice),0.6,354912
Luisa Leschin,106800.0,1.0,Additional voices (voice),0.6,354912
Ruth Livier,155868.0,1.0,Additional voices (voice),0.6,354912
Maria Dominique Lopez,1998940.0,0.0,Additional voices (voice),0.6,354912
Valeria Maldonado,1035243.0,1.0,Additional voices (voice),1.614,354912
Richard Miro,64448.0,2.0,Additional voices (voice),0.716,354912
Adrian Molina,1684652.0,2.0,Additional voices (voice),1.242,354912
Daniel Edward Mora,170293.0,2.0,Additional voices (voice),1.015,354912
Vivianne Nacif,1999051.0,0.0,Additional voices (voice),0.98,354912
Adriana Sevahn Nichols,1999052.0,0.0,Additional voices (voice),0.6,354912
Jonathan Nichols,1999053.0,0.0,Additional voices (voice),0.6,354912
Arthur Ortiz,1999054.0,0.0,Additional voices (voice),1.4,354912
Jessica Pacheco,1999055.0,0.0,Additional voices (voice),0.6,354912
Juan Pacheco,1363155.0,2.0,Additional voices (voice),0.6,354912
Jacqueline Pinol,146392.0,1.0,Additional voices (voice),0.75,354912
James Ponce,1999058.0,0.0,Additional voices (voice),0.6,354912
Al Rodrigo,1214171.0,2.0,Additional voices (voice),1.176,354912
J. Francisco Rodriguez,1870481.0,2.0,Additional voices (voice),0.6,354912
Polo Rojas,1938081.0,0.0,Additional voices (voice),0.6,354912
Eduardo Roman,932313.0,2.0,Additional voices (voice),0.6,354912
Eddie Santiago,1524538.0,0.0,Additional voices (voice),0.6,354912
Melissa Santos,1472053.0,1.0,Additional voices (voice),0.6,354912
Luis Solís,1999061.0,0.0,Additional voices (voice),0.6,354912
Rosalba Sotelo,1999063.0,0.0,Additional voices (voice),0.6,354912
Chris Triana,1830412.0,0.0,Additional voices (voice),0.98,354912
Trujo,1999064.0,0.0,Additional voices (voice),0.6,354912
Lee Unkrich,8.0,2.0,Additional voices (voice),1.124,354912
Ruth Zalduondo,1445768.0,2.0,Additional voices (voice),0.84,354912
James Zavaleta,1999065.0,0.0,Additional voices (voice),0.6,354912
Bernardo Cubria,1315140.0,2.0,Additional voices (voice),0.6,354912
Gary Carlos Cervantes,48136.0,2.0,Additional voices (voice),1.22,354912
Johnny A. Sanchez,59783.0,2.0,Additional voices (voice),0.6,354912
Levi Nunez,584023.0,0.0,Additional voices (voice),0.6,354912
Óscar Bonfiglio,1510983.0,2.0,Additional voices (voice),1.094,354912
Lalo Alcaraz,1789683.0,0.0,Additional voices (voice),0.6,354912
Marcela Davison Aviles,1999073.0,0.0,Additional voices (voice),0.6,354912
Carolina Ángel,1999015.0,0.0,Additional voices (voice),0.6,354912
Michael Giacchino,15347.0,2.0,Sunrise Spectacular's orchestra conductor,1.686,354912
Gal Gadot,90633.0,1.0,Diana Prince / Wonder Woman,37.137,464052
Chris Pine,62064.0,2.0,Steve Trevor,5.313,464052
Kristen Wiig,41091.0,1.0,Barbara Minerva / Cheetah,7.723,464052
Pedro Pascal,1253360.0,2.0,Maxwell Lord,6.484,464052
Robin Wright,32.0,1.0,Antiope,5.571,464052
Connie Nielsen,935.0,1.0,Hippolyta,12.065,464052
Lilly Aspell,1829985.0,1.0,Young Diana,1.162,464052
Amr Waked,2960.0,2.0,Emir Said Bin Abydos,1.4,464052
Kristoffer Polaha,159386.0,2.0,Handsome Man,2.188,464052
Natasha Rothwell,1546282.0,1.0,Carol (Co-Worker),2.148,464052
Ravi Patel,206485.0,2.0,Babajide,1.55,464052
Oliver Cotton,24627.0,2.0,Simon Stagg,1.339,464052
Lucian Perez,2378424.0,2.0,Alistair,1.4,464052
Gabriella Wilde,1014932.0,1.0,Raquel,6.857,464052
Kelvin Yu,51997.0,2.0,Jake,1.4,464052
Stuart Milligan,96895.0,2.0,POTUS,1.62,464052
Shane Attwooll,1057877.0,2.0,Dangerous Drunk,0.828,464052
David Al-Fahmi,2910101.0,2.0,Mr. Khalaji,0.6,464052
Kevin Wallace,2910103.0,2.0,Televangelist,0.6,464052
Wai Wong,1599260.0,2.0,Lai Zhong,0.6,464052
Doutzen Kroes,1009999.0,1.0,Venelia,1.577,464052
Hari James,1831282.0,1.0,Herald (Trigona),0.694,464052
Betty Adewole,1890510.0,1.0,Amazon,1.094,464052
Camilla Roholm,1726321.0,1.0,Amazon,0.98,464052
Jessie Graff,996220.0,1.0,Competitor,1.429,464052
Bronte Lavine,2205383.0,1.0,Competitor,0.6,464052
Briony Scarlett,2824369.0,1.0,Competitor,0.6,464052
Jade Johnson,2133107.0,1.0,Competitor,0.98,464052
Miranda Chambers,2628642.0,0.0,Competitor,0.6,464052
Moe Sasegbon,2752036.0,0.0,Competitor,0.6,464052
Gwendolyn Osborne-Smith,1242907.0,1.0,Competitor,0.694,464052
Hayley Warnes,1831280.0,1.0,Aella,0.6,464052
Saïd Taghmaoui,5419.0,2.0,Sameer (Photograph),6.343,464052
Ewen Bremner,1125.0,2.0,Charlie (Photograph),2.601,464052
Eugene Brave Rock,1823591.0,2.0,Chief (Photograph),0.84,464052
Lucy Davis,11111.0,1.0,Etta (Photograph),2.958,464052
Lyon Beckwith,1432244.0,2.0,Buzz Cut,1.033,464052
Ryan Watson,2456540.0,2.0,Bad Skin,0.84,464052
Jimmy Burke,1588704.0,2.0,Flat Top,0.6,464052
Brandon Thane Wilson,1237400.0,2.0,Scowler,0.98,464052
Oakley Bull,1795057.0,1.0,Kelly (Girl Hostage),1.62,464052
Andy Riddle,1331272.0,2.0,Donkey Kong Geek (Mall),0.6,464052
Rey Rey Terry,2910134.0,1.0,Courtney,0.6,464052
Tina Edwards,2910140.0,1.0,Courtney's Mom,0.6,464052
Bill Debrason,2910143.0,2.0,Mall Cop (Exterior),0.6,464052
Rick Kain,1208307.0,2.0,Mall Cop (Exterior),1.4,464052
Vickie Warehime,1609246.0,1.0,Mall Security Guard,0.84,464052
Mike D. Anderson,1224594.0,2.0,Mall Security Guard,0.6,464052
Christopher Crutchfield Walker,2437878.0,2.0,Mall Security Guard,0.6,464052
Gina Grinkemeyer,2225596.0,1.0,Panicked Shopper,0.694,464052
Cassandra Newman,2910159.0,1.0,Panicked Shopper,0.6,464052
Valerie Leonard,2910167.0,1.0,Jewelry Sales Associate,0.6,464052
Susan Smythe,86159.0,1.0,Jewelry Sales Associate,0.6,464052
Bob Cusack,2910169.0,2.0,News Reporter (Aftermath),0.6,464052
John Bucy,2910171.0,2.0,Camaro Driver,0.6,464052
Patrick Gover,2691879.0,2.0,Camaro Passenger,0.6,464052
Tracy Tobin,1935263.0,0.0,Jogger,0.6,464052
Mitch Holson,2615278.0,2.0,Preppy Guy (Dupont Circle),0.6,464052
Ashley Gladden,2910177.0,1.0,Preppy Girl (Dupont Circle),0.6,464052
Spencer Trinwith,2910178.0,2.0,Georgetown Café Waiter,0.6,464052
Parker Damm,2910179.0,2.0,Commander Salamander Manager,0.6,464052
Caroline Coleman,2174917.0,1.0,Shoplifter,0.6,464052
Summer Snead,2910185.0,1.0,Shoplifter,0.6,464052
Tori Beverly,2910187.0,1.0,Shoplifter,0.6,464052
Raquel Merediz,1596095.0,1.0,Eager Saleswoman (Clothes),0.6,464052
Vince Eisenson,1757329.0,2.0,Guy Hailing Cab (Georgetown),0.98,464052
Asim Chaudhry,1502438.0,2.0,Roger (Co-Worker),0.631,464052
Danny Morgan,1224774.0,2.0,Co-Worker 2 (Spare Coffee),0.6,464052
Tessa Bonham Jones,2361752.0,1.0,Lucy (Co-Worker),0.6,464052
Philip Philmar,1518112.0,2.0,Janitor,1.932,464052
Mensah Bediako,2854729.0,2.0,Leon,0.6,464052
Russell Barnett,1138284.0,2.0,FBI Agent (Stagg's Office),0.69,464052
Peter Brooke,1070855.0,2.0,FBI Agent (FBI Office),0.745,464052
Jarren Dalmeda,2389194.0,2.0,FBI Agent (Stagg's Lobby),0.6,464052
Jasmine Clark,2910204.0,1.0,Black Gold Receptionist,0.6,464052
Jonathan Ajayi,2559238.0,2.0,Black Gold Young Man - Emerson,0.6,464052
Tomos Vaughan-Williams,2910206.0,2.0,Black Gold Young Man,0.694,464052
Avi Rothman,1368639.0,2.0,Black Gold Hotshot Aide,0.6,464052
Belinda Mayne,12820.0,1.0,Stagg's Secretary,0.6,464052
Orlando James,1186527.0,2.0,Party Goer,0.6,464052
Bruce McKinnon,145039.0,2.0,Party Goer,0.679,464052
Ed Birch,1349801.0,2.0,White House Carl,1.4,464052
Aykut Hilmi,1816343.0,2.0,Cab Driver (Egypt),0.6,464052
Zaydun Khalaf,1757702.0,0.0,Emir's Aide,0.6,464052
Nerea Palacios,2910208.0,1.0,Egyptian Child 1 (Diana Saves),0.6,464052
Altahay Ramos Martín,2910209.0,0.0,Egyptian Child 2,0.6,464052
Joanne Henry,2910210.0,1.0,White House Staffer,0.6,464052
Patrick Lyster,109653.0,2.0,CJCS (Oval Office),1.261,464052
Sam Sheridan,972459.0,2.0,US Army Tech,0.6,464052
Paul Boyd,2361851.0,2.0,US Army Tech,0.6,464052
Vincent Jerome,1083173.0,2.0,US Army Tech,0.6,464052
Akie Kotabe,1322309.0,2.0,Air Traffic Controller,3.113,464052
Kenneth Jay,59867.0,2.0,Air Traffic Controller,0.98,464052
Jasmine Hyde,1926536.0,1.0,British News Reporter,0.6,464052
Paul McQuaid,2894633.0,2.0,American Reporter,0.6,464052
Gabriel Constantin,1459975.0,2.0,Silo Technician,0.6,464052
Alex Delescu,2592684.0,2.0,Silo Technician,0.6,464052
Mish Boyko,1322236.0,2.0,Silo Technician,1.734,464052
Constantine Gregory,27425.0,2.0,Russian General,1.4,464052
Michael Poole,1507209.0,2.0,Old Russian Grandafther,0.6,464052
Joe Palka,2910215.0,2.0,Neighbor / Cow Man,0.6,464052
Jean H. Miller,2910216.0,1.0,Dog Walker,0.6,464052
Mike Sengelow,2910218.0,2.0,Head Technician (Inner Chamber),0.6,464052
Paul Connaughton,2330639.0,2.0,Irishman (Tea Shop),0.6,464052
Wendy Albiston,237409.0,2.0,Nasty Woman (Tea Shop),0.6,464052
Rhonda Overby,28049.0,1.0,Passing Reporter,0.6,464052
Lambro Demetriou,2910219.0,2.0,Max (8 Years Old),0.6,464052
Jonny Barry,2910220.0,2.0,Max (15 Years Old),0.6,464052
Luis Torrecilla,2910222.0,2.0,Max's Father,0.6,464052
Sarah Barlondo,2910223.0,1.0,Max's Mother,0.6,464052
Matt Costello,117281.0,2.0,Max's Driver,0.6,464052
Evan Bittner,2910226.0,2.0,Photographer,0.6,464052
Archie L. Harris Jr.,2910227.0,2.0,Penn Avenue Watergate Cop,0.6,464052
Stephanie Waters,2910228.0,1.0,Penn Avenue Mother,0.6,464052
Thomas Clay Strickland,2163739.0,2.0,Wild Gunman,0.694,464052
Chi-Lin Nim,2676881.0,1.0,Wang (Chinese Kitchen),0.6,464052
Michael Kaurene,2910230.0,2.0,Punk in Subway,0.6,464052
Michael Gabel,117491.0,2.0,Apocalyptic Preacher,0.6,464052
Orlando Gonzalez,2910232.0,2.0,Convoy Driver,0.6,464052
Dan De Luca,2910233.0,2.0,Convoy Driver,0.6,464052
Ahmed Hussien,2910234.0,2.0,Convoy Driver,0.6,464052
Tony Zarouel,1927469.0,2.0,Convoy Driver,0.98,464052
Naithan Ariane,1823833.0,2.0,Convoy Driver,0.6,464052
Joel Morris,148141.0,2.0,Security Guard,0.6,464052
Michael Salami,1389276.0,2.0,Security Guard,0.6,464052
Kosha Engler,1159680.0,1.0,US National News Anchor,0.98,464052
Asa Sheridan,2910239.0,0.0,Jace Valentine,0.6,464052
Alma Varsano,2910241.0,1.0,Snowball Girl,0.6,464052
Maya Varsano,2910242.0,1.0,Carousel Girl,0.6,464052
Jaron Varsano,2431947.0,2.0,Carousel Father,1.38,464052
Tilly Winford,2910244.0,1.0,Christmas Player,0.6,464052
Victoria Broom,120888.0,1.0,Grateful Parent,0.739,464052
Hamza Siddique,2910246.0,0.0,Militant,0.6,464052
Colin Stinton,23608.0,2.0,NORAD Colonel,1.456,464052
Andy Cheung,1599251.0,2.0,Resident,0.972,464052
Katharine Pickering,2910248.0,1.0,Amazon Athlete,0.6,464052
Karis McCabe,2910249.0,1.0,Amazon Athlete,0.6,464052
Saskia Neville,2910250.0,1.0,Amazon Athlete,0.6,464052
Jenny Pacey,2910252.0,1.0,Amazon Athlete,0.6,464052
Mikayla-Jade Barber,2910254.0,1.0,Amazon Athlete,0.98,464052
Candice Carbine,2910255.0,1.0,Amazon Athlete,0.702,464052
Donna Forbes,2910256.0,1.0,Amazon Athlete,0.6,464052
Chantal Nell,2910257.0,1.0,Amazon Athlete,0.6,464052
Lynda Carter,44935.0,1.0,Asteria,3.079,464052
Al Clark,2110770.0,2.0,Party Guest (uncredited),0.98,464052
Bern Collaço,1502439.0,2.0,Gala Guest (uncredited),1.125,464052
Chuck Taber,2656142.0,2.0,Rioter / Driver (uncredited),0.6,464052
Gina Jun,2818526.0,0.0,Georgetown Café Customer,0.828,464052
Annabelle Wallis,82809.0,1.0,Madison Mitchell / Emily May,25.115,619778
Maddie Hasson,593202.0,1.0,Sydney Lake,5.529,619778
George Young,1622199.0,2.0,Detective Kekoa Shaw,1.293,619778
Michole Briana White,536271.0,1.0,Detective Regina Moss,4.714,619778
Mckenna Grace,1172108.0,1.0,Young Madison Mitchell / Emily May,20.158,619778
Jacqueline McKenzie,28744.0,1.0,Dr. Florence Weaver,4.498,619778
Jake Abel,105727.0,2.0,Derek Mitchell,4.973,619778
Ray Chase,1656863.0,0.0,Gabriel (voice),3.739,619778
Jean Louisa Kelly,26495.0,1.0,Jane Doe / Serena,4.765,619778
Susanna Thompson,62547.0,1.0,Jeanne,3.702,619778
Ingrid Bisu,117656.0,1.0,Winnie,6.488,619778
Zoë Bell,20494.0,1.0,Scorpion,3.313,619778
Marina Mazepa,2551945.0,0.0,Gabriel,0.6,619778
Christian Clemenson,41517.0,2.0,Dr. Victor Fields,5.31,619778
Madison Wolfe,1330999.0,1.0,Young Serena,3.268,619778
Jon Lee Brody,1161711.0,0.0,Officer Lee,1.4,619778
Paula Marshall,59449.0,1.0,Beverly Woods,4.315,619778
Patrick Cox,1301187.0,2.0,Mr. Stanley,1.221,619778
Rachel Winfree,155983.0,1.0,Mrs. Ryerson,2.099,619778
Paul Mabon,1143952.0,2.0,Orderly,1.22,619778
Amir Aboulela,154608.0,0.0,Dr. Gregory,0.6,619778
Ruben Pla,1186714.0,2.0,Officer Rubin,1.22,619778
Patricia Velásquez,18920.0,1.0,Nurse Velasquez,6.82,619778
Mike Mendez,73409.0,2.0,Hospital Security Guard #1,1.182,619778
Renee Harbek,3166067.0,0.0,Caroline,0.694,619778
Gino Montesinos,98401.0,2.0,Seattle Police Officer,0.6,619778
Kalina Vanska,2541004.0,1.0,Seattle Police Officer,0.6,619778
Gregory Garcia,2902801.0,0.0,Seattle Police Officer,0.6,619778
Andy Bean,1330888.0,2.0,Frank,2.823,619778
Christina Veronica,103856.0,1.0,Holding Cell Inmate (uncredited),0.61,619778
Janet Hsieh,2221363.0,1.0,Nurse J. De Marco (uncredited),0.6,619778
Halston Van Atta,3237444.0,1.0,Child Madison (uncredited),0.6,619778
Louise Van Veenendaal,3237445.0,0.0,Prisoner (uncredited),0.6,619778
Radhesh Aria,2605226.0,2.0,Hospital Doctor,0.694,619778
Emily Blunt,5081.0,1.0,Evelyn Abbott,15.178,520763
Cillian Murphy,2037.0,2.0,Emmett,12.702,520763
Millicent Simmonds,1815539.0,1.0,Regan Abbott,1.078,520763
Noah Jupe,1590759.0,2.0,Marcus Abbott,6.86,520763
Djimon Hounsou,938.0,2.0,Man on Island,6.091,520763
John Krasinski,17697.0,2.0,Lee Abbott,6.125,520763
Wayne Duvall,1470.0,2.0,Roger,5.204,520763
Scoot McNairy,59233.0,2.0,Marina Man,6.057,520763
Okieriete Onaodowan,1419065.0,2.0,Policeman,2.896,520763
Blake DeLong,1288766.0,2.0,Umpire,3.428,520763
Silas Pereira-Olson,1967018.0,2.0,7 Year Old Island Boy (uncredited),0.828,520763
Scott Matheny,1992577.0,2.0,Townsperson (uncredited),0.938,520763
Liz Cameron,2484937.0,1.0,Island Person,0.6,520763
Lauren-Ashley Cristiano,2495883.0,1.0,Emmett's Wife,1.048,520763
Ashley Dyke,1031785.0,1.0,Woman in the Window,0.6,520763
Andy Rich,2495885.0,0.0,Island person,0.6,520763
Robert A. Coldicott,2495887.0,0.0,Townsperson,0.6,520763
Bill Smith,2495888.0,0.0,Townsperson,0.6,520763
Zachary Golinger,2554513.0,2.0,Emmett's Son,0.6,520763
Sheri Fairchild,1992589.0,1.0,Woman at Hair Salon,1.566,520763
Barbara Singer,1637728.0,1.0,Old Woman in Store,0.714,520763
Gary Sundown,2554519.0,0.0,Island Person,0.6,520763
Kyle Licht,2025318.0,0.0,Townsperson with Car,0.6,520763
David Lundy,2879091.0,0.0,Marina Person,0.6,520763
Krzysztof  Mardula,2347245.0,2.0,Neighbor,0.84,520763
Alice Sophie Malyukova,3250547.0,0.0,Girl at Marina,0.6,520763
Will Smith,2888.0,2.0,John Hancock,18.511,8960
Charlize Theron,6885.0,1.0,Mary Embrey,14.736,8960
Jason Bateman,23532.0,2.0,Ray Embrey,7.866,8960
Jae Head,66658.0,2.0,Aaron Embrey,1.592,8960
Eddie Marsan,1665.0,2.0,Red,3.549,8960
David Mattey,66634.0,2.0,Man Mountain,1.075,8960
Maetrix Fitten,2799682.0,0.0,Matrix,0.6,8960
Thomas Lennon,539.0,2.0,Mike,3.115,8960
Johnny Galecki,16478.0,2.0,Jeremy,3.314,8960
Hayley Marie Norman,66623.0,1.0,Hottie,2.605,8960
Dorothy Cecchi,2799680.0,1.0,Woman in Dive Bar,0.6,8960
Peter Berg,36602.0,2.0,Doctor,4.721,8960
Darrell Foster,49921.0,2.0,Police Sergeant,0.84,8960
Brandon Ford Green,66669.0,2.0,Radio Caller (voice),1.094,8960
Daeg Faerch,21317.0,2.0,Michel,1.4,8960
Trieu Tran,61835.0,2.0,Jr exec,1.532,8960
Ryan Radis,66659.0,2.0,Rail Crossing Crowd,1.624,8960
Eddie J. Fernandez,18300.0,2.0,Skinning Con,1.506,8960
Martin Klebba,4030.0,2.0,Prisoner,1.62,8960
Matt Bettinelli-Olpin,66681.0,2.0,Reporter,1.38,8960
Samantha Cannon,66666.0,1.0,Nurse,0.6,8960
Rico Devereaux,66683.0,2.0,Inmate,0.6,8960
Alexa Havins,66630.0,1.0,Fan,1.124,8960
Edward M. Kelahan,66685.0,0.0,Theater Guest,0.6,8960
Algerita Wynn Lewis,66664.0,1.0,Mug Shot Officer,0.94,8960
Rick Mali,66680.0,0.0,Corrections Guard,0.6,8960
Chris Mitchell,66671.0,0.0,Chain Gang Guard,0.6,8960
Scott Michael Morgan,66667.0,2.0,KCOT Reporter,2.078,8960
Bryan Keith Ponton,66663.0,0.0,ER Doctor,0.6,8960
Dawn Ressy,66686.0,1.0,Theatergoer,0.6,8960
Nicholas Rich,66687.0,2.0,Police K-9 officer,0.6,8960
Mark Simich,66660.0,2.0,Matt,0.6,8960
Nancy Grace,1514160.0,1.0,Herself,1.4,8960
Brad Leland,60677.0,2.0,Executive,1.435,8960
Michael Mann,638.0,2.0,Executive,4.831,8960
Atticus Shaffer,66646.0,2.0,Bus Bench Boy,7.537,8960
Michelle Lemon,2799681.0,1.0,Girl at Bus Bench,0.6,8960
Akiva Goldsman,5575.0,2.0,Executive,2.677,8960
Trieu Tran,61835.0,2.0,Executive,1.532,8960
Liz Wicker,66640.0,1.0,Female Cop,0.6,8960
Taylor Gilbert,1355926.0,1.0,Female Hostage,0.608,8960
Caroll Tohme,2799686.0,0.0,Clapping Guy,0.6,8960
Barbara Ali,2799687.0,1.0,Woman Under Ray's Car,0.6,8960
Elizabeth Dennehy,154954.0,1.0,Rail Crossing Crowd #2,1.87,8960
Darren Dowler,66656.0,0.0,Rail Crossing Crowd,0.6,8960
Robert Downey Jr.,3223.0,2.0,Tony Stark / Iron Man,13.531,299534
Chris Evans,16828.0,2.0,Steve Rogers / Captain America,13.109,299534
Mark Ruffalo,103.0,2.0,Bruce Banner / Hulk,8.036,299534
Chris Hemsworth,74568.0,2.0,Thor Odinson,15.554,299534
Scarlett Johansson,1245.0,1.0,Natasha Romanoff / Black Widow,29.106,299534
Jeremy Renner,17604.0,2.0,Clint Barton / Hawkeye,9.781,299534
Don Cheadle,1896.0,2.0,James Rhodes / War Machine,7.892,299534
Paul Rudd,22226.0,2.0,Scott Lang / Ant-Man,23.59,299534
Benedict Cumberbatch,71580.0,2.0,Stephen Strange / Doctor Strange,19.357,299534
Chadwick Boseman,172069.0,2.0,T'Challa / Black Panther,6.017,299534
Brie Larson,60073.0,1.0,Carol Danvers / Captain Marvel,12.507,299534
Tom Holland,1136406.0,2.0,Peter Parker / Spider-Man,57.671,299534
Karen Gillan,543261.0,1.0,Nebula,20.264,299534
Zoe Saldana,8691.0,1.0,Gamora,12.73,299534
Evangeline Lilly,19034.0,1.0,Hope Van Dyne / Wasp,9.844,299534
Tessa Thompson,62561.0,1.0,Valkyrie,11.549,299534
Rene Russo,14343.0,1.0,Frigga,7.745,299534
Elizabeth Olsen,550843.0,1.0,Wanda Maximoff / Scarlet Witch,11.785,299534
Anthony Mackie,53650.0,2.0,Sam Wilson / Falcon,15.12,299534
Sebastian Stan,60898.0,2.0,Bucky Barnes / Winter Soldier,12.464,299534
Tom Hiddleston,91606.0,2.0,Loki,20.61,299534
Danai Gurira,82104.0,1.0,Okoye,4.636,299534
Benedict Wong,30082.0,2.0,Wong,20.752,299534
Pom Klementieff,139820.0,1.0,Mantis,6.053,299534
Dave Bautista,543530.0,2.0,Drax,14.83,299534
Letitia Wright,1083010.0,1.0,Shuri,4.439,299534
John Slattery,21134.0,2.0,Howard Stark,2.864,299534
Tilda Swinton,3063.0,1.0,The Ancient One,5.999,299534
Jon Favreau,15277.0,2.0,Harold 'Happy' Hogan,8.665,299534
Hayley Atwell,39459.0,1.0,Peggy Carter,8.609,299534
Natalie Portman,524.0,1.0,Jane Foster,10.589,299534
Marisa Tomei,3141.0,1.0,Aunt May,8.171,299534
Taika Waititi,55934.0,2.0,Korg (voice),12.471,299534
Angela Bassett,9780.0,1.0,Ramonda,7.581,299534
Michael Douglas,3392.0,2.0,Dr. Hank Pym,7.798,299534
Michelle Pfeiffer,1160.0,1.0,Janet Van Dyne,5.36,299534
William Hurt,227.0,2.0,Thaddeus 'Thunderbolt' Ross,8.621,299534
Cobie Smulders,71189.0,1.0,Maria Hill,7.789,299534
Sean Gunn,51663.0,2.0,On-Set Rocket / Kraglin,4.147,299534
Winston Duke,1447932.0,2.0,M'Baku,3.832,299534
Linda Cardellini,1817.0,1.0,Laura Barton,7.913,299534
Maximiliano Hernández,1018947.0,2.0,Agent Sitwell,2.66,299534
Frank Grillo,81685.0,2.0,Brock Rumlow,13.624,299534
Hiroyuki Sanada,9195.0,2.0,Akihiko,7.651,299534
Tom Vaughan-Lawlor,29240.0,2.0,Ebony Maw,1.4,299534
James D'Arcy,19655.0,2.0,Jarvis,6.808,299534
Jacob Batalon,1649152.0,2.0,Ned,8.683,299534
Vin Diesel,12835.0,2.0,Groot (voice),28.501,299534
Bradley Cooper,51329.0,2.0,Rocket (voice),7.556,299534
Gwyneth Paltrow,12052.0,1.0,Pepper Potts,5.927,299534
Robert Redford,4135.0,2.0,Alexander Pierce,6.891,299534
Josh Brolin,16851.0,2.0,Thanos,12.074,299534
Chris Pratt,73457.0,2.0,Peter Quill / Star-Lord,10.646,299534
Samuel L. Jackson,2231.0,2.0,Nick Fury,27.751,299534
Lexi Rabe,2296235.0,1.0,Morgan Stark,2.367,299534
Joe Russo,19272.0,2.0,Grieving Man,3.657,299534
Ross Marquand,555249.0,2.0,Johann Schmidt / Red Skull / Stonekeeper,3.237,299534
Emma Fuhrmann,1028454.0,1.0,Cassie Lang,2.187,299534
Michael James Shaw,1379821.0,2.0,Corvus Glaive,1.62,299534
Terry Notary,236696.0,2.0,On-set Groot / Cull Obsidian,0.662,299534
Kerry Condon,62105.0,1.0,F.R.I.D.A.Y. (voice),6.091,299534
Ben Sakamoto,1760879.0,0.0,Cooper Barton,0.692,299534
Ava Russo,2267329.0,1.0,Lila Barton,0.618,299534
Cade Woodward,1924769.0,2.0,Nathaniel Barton,0.6,299534
Stan Lee,7624.0,2.0,Driver,5.611,299534
Yvette Nicole Brown,111513.0,1.0,S.H.I.E.L.D. Agent,2.247,299534
Callan Mulvey,208296.0,2.0,Jack Rollins,3.428,299534
Lia Russo,2297907.0,1.0,Lia,1.573,299534
Julian Russo,2378191.0,2.0,Julian,0.6,299534
Taylor Patterson,163768.0,0.0,Taylor,0.6,299534
Agostino Rosalina,2378192.0,2.0,Augie,0.6,299534
Ken Jeong,83586.0,2.0,Security Guard,6.805,299534
Ty Simpkins,17181.0,2.0,Harley Keener,6.752,299534
Jackson A. Dunn,2020904.0,2.0,Scott Lang (12 Years Old),4.269,299534
Lee Moore,1468400.0,2.0,Scott Lang (93 Years Old),1.214,299534
Bazlo LeClair,2298443.0,0.0,Scott Lang (Baby),0.608,299534
Loen LeClair,2298444.0,0.0,Scott Lang (Baby),0.828,299534
Matthew Berry,3217697.0,0.0,S.H.I.E.L.D. Agent,0.6,299534
Joy McAvoy,1475235.0,0.0,Asgardian Maiden,0.98,299534
John Michael Morris,1442722.0,2.0,Young Hank Pym,0.6,299534
Michael A. Cook,1502949.0,0.0,Male S.H.I.E.L.D. Agent,0.6,299534
